short_name,long_name,age,nationality_name,club_name,player_positions,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,height_cm,weight_kg,preferred_foot
Emerson,Emerson Palmieri dos Santos,30,Italy,Olympique de Marseille,"LB, LM",77,77,9000000,38000,69.0,63.0,75.0,76.0,74.0,65.0,176,79,Left
K. Fortounis,Konstantinos FortounisΚωνσταντίνος Φορτούνης,32,Greece,Al Khaleej,"CAM, ST, RW, CM",80,80,16500000,36000,73.0,77.0,82.0,80.0,43.0,66.0,183,70,Right
Costinha,João Pedro Loureiro da Costa,25,Portugal,Olympiacos FC,"RB, RM",75,80,7500000,25000,78.0,65.0,72.0,74.0,70.0,77.0,181,74,Right
N. Moro,Nikola Moro,27,Croatia,Bologna,"CDM, CM",75,76,6000000,38000,66.0,72.0,74.0,73.0,70.0,72.0,184,78,Right
André Horta,André Filipe Luz Horta,28,Portugal,UD Almería,"CM, CAM",75,75,5500000,15000,73.0,70.0,75.0,76.0,67.0,70.0,175,62,Right
M. Vecino,Matías Vecino Falero,33,Uruguay,Lazio,"CM, CDM",77,77,6500000,33000,53.0,73.0,75.0,76.0,79.0,75.0,187,81,Right
J. Bellingham,Jobe Samuel Patrick Bellingham,19,England,Borussia Dortmund,"CM, CDM, CAM",74,85,9000000,24000,70.0,68.0,71.0,74.0,72.0,78.0,191,75,Right
T. Almada,Thiago Ezequiel Almada,24,Argentina,Atlético Madrid,"CAM, CM",79,86,35000000,57000,79.0,74.0,79.0,83.0,51.0,58.0,171,63,Right
M. Ryneš,Matěj Ryneš,24,Czechia,Sparta Praha,"LM, LB, LW",73,78,4600000,16000,77.0,66.0,72.0,73.0,66.0,76.0,186,84,Left
V. Castellanos,Valentín Mariano José Castellanos Giménez,26,Argentina,Lazio,ST,80,81,25000000,43000,75.0,80.0,71.0,81.0,45.0,75.0,178,70,Right
D. Bouanga,Denis Athanase Bouanga,30,Gabon,Los Angeles FC,"LW, ST, LM",79,79,17000000,13000,85.0,81.0,71.0,79.0,38.0,79.0,180,71,Right
Edu Expósito,Eduardo Expósito Jaén,28,Spain,RCD Espanyol,"CAM, CM, CDM",75,75,5500000,22000,62.0,73.0,75.0,77.0,70.0,69.0,178,68,Right
Clinton Mata,Clinton Mukoni Mata Pedro Lourenço,32,Angola,Olympique Lyonnais,"CB, RB",77,77,7000000,22000,79.0,61.0,68.0,74.0,77.0,78.0,180,73,Right
G. Kondogbia,Geoffrey Edwin Kondogbia,32,Central African Republic,Olympique de Marseille,"CB, CDM, CM",78,78,9000000,40000,65.0,69.0,73.0,71.0,78.0,81.0,188,80,Left
Ferran Torres,Ferran Torres García,25,Spain,FC Barcelona,"LW, RW, ST, LM",83,86,48000000,115000,83.0,81.0,79.0,83.0,35.0,68.0,184,77,Right
D. Köhn,Derrick Arthur Köhn,26,Germany,1. FC Union Berlin,"LB, LM",75,76,6000000,29000,87.0,69.0,71.0,77.0,68.0,71.0,180,73,Left
C. Højer,Casper Michael Højer Nielsen,30,Denmark,Çaykur Rizespor,"LB, CB, LM",73,73,2600000,13000,74.0,69.0,76.0,70.0,67.0,73.0,184,75,Left
N. Seiwald,Nicolas Seiwald,24,Austria,RB Leipzig,"CDM, CM, CB",77,84,20000000,39000,72.0,62.0,74.0,74.0,74.0,76.0,180,80,Right
Dodô,Domilson Cordeiro dos Santos,26,Brazil,Fiorentina,"RB, RM",78,79,15000000,46000,86.0,59.0,74.0,79.0,72.0,69.0,166,68,Right
A. Pléa,Alassane Alexandre Pléa,32,France,PSV,"ST, CAM, LW",78,78,11500000,27000,73.0,78.0,80.0,80.0,38.0,69.0,181,82,Right
G. Martirena,Gastón Nicolás Martirena Torres,25,Uruguay,Racing Club,"RB, RM",75,77,6500000,17000,84.0,72.0,69.0,69.0,71.0,65.0,174,65,Right
Chimy Ávila,Luis Ezequiel Ávila,31,Argentina,Real Betis Balompié,"RM, ST, RW",74,74,3500000,24000,74.0,76.0,69.0,75.0,52.0,84.0,172,81,Right
K. Zenón,Kevin Andrés Zenón,23,Argentina,Boca Juniors,"LM, CM, LW",75,81,9000000,16000,83.0,66.0,75.0,74.0,64.0,69.0,181,70,Left
Palhinha,João Maria Lobo Alves Palhinha Gonçalves,29,Portugal,Tottenham Hotspur,"CDM, CM",83,83,31000000,82000,56.0,68.0,70.0,72.0,84.0,85.0,190,83,Right
F. Chiesa,Federico Chiesa,27,Italy,Liverpool,"RM, LM, ST, RW",81,81,27500000,105000,87.0,80.0,75.0,83.0,44.0,68.0,175,70,Right
K. Tsimikas,Konstantinos TsimikasΚωνσταντίνος Τσιμίκας,29,Greece,Roma,"LB, LM",77,77,9500000,80000,78.0,57.0,75.0,75.0,74.0,72.0,179,77,Left
X. Shaqiri,Xherdan Shaqiri,33,Switzerland,FC Basel 1893,"CAM, RW, CM",78,78,9000000,28000,67.0,81.0,81.0,80.0,40.0,73.0,169,72,Left
Jorge Andrão,Everton Jorge Andrade Zanon,29,Brazil,Fluminense,"CDM, CM",79,79,15000000,24000,67.0,62.0,74.0,75.0,78.0,76.0,177,75,Right
A. Johnston,Alistair William Johnston,26,Canada,Celtic,"RB, RM",78,81,17000000,53000,82.0,59.0,73.0,72.0,73.0,80.0,180,77,Right
J. Lingard,Jesse Ellis Lingard,32,England,FC Seoul,"CAM, ST, CM",74,74,3300000,9000,77.0,73.0,72.0,77.0,57.0,67.0,175,65,Right
K. Lewis-Potter,Keane William Lewis-Potter,24,England,Brentford,"LB, LM",76,79,9500000,49000,77.0,67.0,72.0,77.0,70.0,64.0,170,67,Right
E. Višća,Edin Višća,35,Bosnia and Herzegovina,Trabzonspor,"RM, LM, RW",78,78,6000000,40000,82.0,76.0,75.0,80.0,47.0,65.0,172,63,Right
Stephen Eustáquio,Stephen Antunes Eustáquio,28,Canada,FC Porto,"CDM, CM, CB",77,78,10000000,15000,66.0,67.0,76.0,73.0,73.0,74.0,178,67,Right
D. de Wit,Dani de Wit,27,Netherlands,FC Utrecht,"CAM, CM",72,73,2700000,10000,54.0,75.0,69.0,70.0,71.0,83.0,183,76,Right
A. Gouiri,Amine Ferid Gouiri,25,Algeria,Olympique de Marseille,"ST, CAM",79,84,26000000,46000,77.0,82.0,76.0,80.0,45.0,71.0,181,80,Right
E. Valeri,Emanuele Valeri,26,Italy,Parma,"LB, LM",75,76,6000000,19000,74.0,70.0,73.0,74.0,71.0,66.0,180,78,Left
C. Uche,Christantus Ugonna Uche Uche,22,Nigeria,Crystal Palace,"ST, CAM, CM",76,84,17000000,29000,68.0,73.0,69.0,73.0,68.0,83.0,190,80,Right
S. Bergwijn,Steven Charles Bergwijn,27,Netherlands,Al Ittihad,"LM, LW",80,80,22500000,49000,80.0,78.0,76.0,84.0,41.0,71.0,171,78,Right
V. Verre,Valerio Verre,31,Italy,Palermo FC,"CM, CAM",73,73,2500000,6000,72.0,70.0,73.0,76.0,66.0,66.0,181,70,Right
A. Diouf,Andy Alune Diouf,22,France,Inter,"CM, CDM, CAM",75,81,9000000,23000,77.0,68.0,71.0,78.0,67.0,76.0,187,81,Left
S. Gnabry,Serge David Gnabry,29,Germany,FC Bayern München,"LM, RM, ST, CAM",82,82,30000000,78000,79.0,83.0,78.0,84.0,43.0,66.0,176,77,Right
Elias Fontoira,Elias Thiago Fontoira Marques,29,Brazil,Internacional,"CDM, CM",74,74,3600000,22000,69.0,69.0,74.0,73.0,73.0,69.0,186,74,Right
S. Schwab,Stefan Schwab,34,Austria,Holstein Kiel,"CM, CDM",73,73,1400000,18000,62.0,71.0,75.0,70.0,70.0,74.0,183,83,Left
Rubén Alcaraz,Rubén Alcaraz Jiménez,34,Spain,Granada CF,"CM, CDM",71,71,875000,6000,50.0,68.0,74.0,67.0,71.0,82.0,180,82,Right
S. Arzamendia,Santiago Arzamendia Duarte,27,Paraguay,Estudiantes de La Plata,"LB, LM",73,73,2900000,12000,83.0,68.0,67.0,73.0,68.0,75.0,173,73,Left
R. Lukaku,Romelu Menama Lukaku Bolingoli,32,Belgium,Napoli,ST,84,84,34000000,150000,79.0,82.0,75.0,75.0,41.0,84.0,191,94,Left
J. Ryerson,Julian Ryerson,27,Norway,Borussia Dortmund,"RB, LB, RM",79,80,18500000,47000,74.0,63.0,71.0,76.0,77.0,82.0,183,82,Right
Rafael Leão,Rafael Alexandre da Conceição Leão,26,Portugal,AC Milan,"LW, LM",84,85,49500000,79000,93.0,78.0,80.0,86.0,28.0,75.0,188,81,Right
N. Dorsch,Niklas Bernd Dorsch,27,Germany,1. FC Heidenheim 1846,"CDM, CM, CB",74,76,4600000,25000,70.0,71.0,72.0,77.0,71.0,70.0,178,76,Right
A. Young,Ashley Simon Young,39,England,Ipswich Town,"RB, LB, RM",73,73,675000,27000,53.0,64.0,75.0,73.0,73.0,68.0,175,65,Right
Guilherme,Guilherme dos Santos Torres,34,Qatar,,"CDM, CM",77,77,0,0,69.0,65.0,72.0,71.0,73.0,78.0,179,76,Right
M. Cash,Matthew Stuart Cash,27,Poland,Aston Villa,"RB, RM",79,79,17000000,100000,75.0,66.0,71.0,75.0,75.0,76.0,185,74,Right
B. Chilwell,Benjamin James Chilwell,28,England,RC Strasbourg Alsace,"LB, LM",77,77,9500000,49000,70.0,60.0,77.0,75.0,76.0,68.0,180,77,Left
Rodrygo,Rodrygo Silva de Goes,24,Brazil,Real Madrid,"RW, ST, RM",85,90,81500000,220000,88.0,80.0,79.0,87.0,31.0,64.0,174,64,Right
Vanderson,Vanderson de Oliveira Campos,24,Brazil,AS Monaco,RB,77,83,15500000,26000,78.0,62.0,74.0,77.0,72.0,71.0,173,74,Right
A. Christiansen,Anders Bleg Christiansen,35,Denmark,Malmö FF,"CAM, CM",72,72,950000,7000,68.0,71.0,70.0,74.0,65.0,71.0,175,68,Right
A. Prass,Alexander Prass,24,Austria,TSG 1899 Hoffenheim,"LB, LM, CM, LW",74,77,5500000,23000,74.0,65.0,74.0,75.0,69.0,74.0,180,72,Left
K. Tierney,Kieran Tierney,28,Scotland,Celtic,"LB, LM",77,77,9500000,52000,76.0,60.0,75.0,76.0,75.0,73.0,180,73,Left
Francisco Moura,Francisco Sampaio de Moura,25,Portugal,FC Porto,"LB, LM",78,81,17000000,14000,78.0,63.0,75.0,75.0,74.0,74.0,182,80,Left
Q. Merlin,Quentin Merlin,23,France,Stade Rennais FC,"LB, LM",76,82,11000000,21000,74.0,59.0,75.0,76.0,73.0,64.0,174,68,Left
D. Blind,Daley Blind,35,Netherlands,Girona FC,"CB, LB",77,77,2800000,23000,36.0,62.0,85.0,76.0,80.0,67.0,180,72,Left
L. McCowan,Luke McCowan,27,Scotland,Celtic,"CM, CAM",73,74,3500000,39000,75.0,74.0,72.0,74.0,64.0,67.0,177,72,Left
M. Rits,Mats Rits,31,Belgium,RSC Anderlecht,"CM, CDM",72,72,1900000,22000,70.0,69.0,71.0,71.0,72.0,74.0,178,73,Right
A. Koita,Aboubakary Yeli Koita,26,Mauritania,AEK Athens,"LM, LW, RM",75,75,6000000,26000,83.0,77.0,70.0,76.0,57.0,69.0,175,75,Right
J. Veerman,Joey Veerman,26,Netherlands,PSV,"CM, CDM, CAM",79,81,21500000,26000,53.0,72.0,84.0,75.0,65.0,71.0,185,75,Right
A. Lookman,Ademola Olajade Alade Aylola Lookman,27,Nigeria,Atalanta,"ST, CAM",84,84,45500000,105000,86.0,84.0,73.0,88.0,32.0,67.0,174,71,Right
Éder Militão,Éder Gabriel Militão,27,Brazil,Real Madrid,CB,84,87,48000000,210000,82.0,50.0,69.0,71.0,85.0,82.0,186,79,Right
F. Fabra,Frank Yusty Fabra Palacios,34,Colombia,Boca Juniors,"LB, LM",73,73,1100000,15000,78.0,68.0,74.0,74.0,67.0,75.0,174,78,Left
Kaku,Alejandro Sebastián Romero Gamarra,30,Paraguay,Al Ain,"CAM, RM, CM",79,79,17000000,36000,81.0,73.0,81.0,80.0,52.0,64.0,171,67,Left
M. Pereira Lage,Mathias Pereira Lage,28,Portugal,FC St. Pauli,"LW, LM, ST",75,75,5500000,26000,86.0,72.0,74.0,74.0,63.0,66.0,180,69,Right
F. Ranocchia,Filippo Ranocchia,24,Italy,Palermo FC,"CM, CDM, CAM",72,77,3500000,4000,77.0,69.0,73.0,74.0,64.0,74.0,186,76,Right
Sergi Roberto,Sergio Roberto Carnicer,33,Spain,Como,"CDM, CM",77,77,5000000,75000,69.0,63.0,78.0,75.0,74.0,65.0,178,68,Right
A. Rüdiger,Antonio Rüdiger,32,Germany,Real Madrid,CB,86,86,44000000,260000,79.0,55.0,72.0,70.0,84.0,86.0,190,85,Right
D. van de Beek,Donny van de Beek,28,Netherlands,Girona FC,"CAM, CM",76,76,7500000,31000,59.0,75.0,74.0,76.0,70.0,65.0,184,76,Right
R. Baba,Abdul Rahman Baba,30,Ghana,PAOK,"LB, LM",76,76,6500000,29000,77.0,66.0,69.0,74.0,72.0,78.0,180,73,Left
G. Simeone,Giuliano Simeone Baldini,22,Argentina,Atlético Madrid,"RM, ST, LM, RW",81,86,39500000,63000,91.0,73.0,72.0,81.0,45.0,81.0,173,75,Right
P. Ševčík,Petr Ševčík,31,Czechia,SK Slavia Praha,"CM, CDM",74,74,3500000,25000,67.0,69.0,76.0,75.0,66.0,70.0,172,66,Right
J. Svensson,Jonas Svensson,32,Norway,Beşiktaş JK,RB,75,75,3900000,33000,74.0,59.0,69.0,72.0,73.0,79.0,172,69,Right
S. Ricci,Samuele Ricci,23,Italy,AC Milan,"CDM, CM",78,85,26500000,37000,73.0,60.0,75.0,79.0,73.0,72.0,181,76,Right
D. McNeil,Dwight James Matthew McNeil,25,England,Everton,"LM, CAM, RM, LW",78,81,18500000,41000,67.0,76.0,79.0,79.0,55.0,68.0,183,68,Left
H. Traoré,Hamari Traoré,33,Mali,Paris FC,"RB, RM",79,79,9000000,53000,82.0,57.0,72.0,75.0,74.0,78.0,175,64,Right
Iván Martín,Iván Martín Núñez,26,Spain,Girona FC,"CM, CDM, CAM",77,80,13500000,31000,71.0,71.0,78.0,78.0,69.0,62.0,178,70,Left
I. Fernández,Ignacio Martín Fernández,35,Argentina,River Plate,"CM, CAM, RM",75,75,2300000,14000,68.0,73.0,76.0,76.0,66.0,64.0,182,67,Left
Z. Nagy,Zsolt Nagy,32,Hungary,,"LM, LB, LW",73,73,0,0,82.0,70.0,67.0,70.0,69.0,75.0,188,81,Left
M. Luna Diale,Mauro Luna Diale,26,Argentina,Platense,"CM, ST",72,75,3000000,11000,86.0,68.0,66.0,75.0,62.0,71.0,173,71,Right
M. Pessina,Matteo Pessina,28,Italy,Monza,"CM, CAM, CDM",76,76,7500000,6000,67.0,70.0,76.0,75.0,72.0,68.0,187,77,Left
L. Bergvall,Lucas Erik Holger Bergvall,19,Sweden,Tottenham Hotspur,"CM, CDM, CAM",77,87,22500000,57000,75.0,63.0,76.0,77.0,71.0,73.0,186,74,Right
K. Lala,Kenny Lala,33,France,Stade Brestois 29,"RB, RM",76,76,3900000,23000,75.0,62.0,73.0,72.0,73.0,74.0,178,78,Right
Puado,Javier Puado Díaz,27,Spain,RCD Espanyol,"ST, LM, CAM",78,79,16500000,27000,80.0,77.0,72.0,78.0,49.0,74.0,177,69,Right
M. Zaracho,Federico Matías Javier Zaracho,27,Argentina,Racing Club,"CM, CAM, RM",75,76,6500000,18000,89.0,69.0,73.0,81.0,63.0,63.0,171,65,Right
G. Brugman,Gastón Brugman Duarte,32,Uruguay,Nashville SC,"CM, CDM",73,73,2400000,8000,70.0,68.0,73.0,73.0,69.0,72.0,175,66,Right
H. Hajradinović,Haris HajradinovićХарис Хајрадиновиќ,31,Bosnia and Herzegovina,Kasımpaşa SK,"CM, CAM",76,76,6000000,16000,73.0,74.0,79.0,76.0,56.0,69.0,178,74,Left
R. Delgado,Rafael Marcelo Delgado,35,Argentina,Defensa y Justicia,"LB, CB",71,71,575000,8000,73.0,64.0,68.0,69.0,68.0,78.0,178,79,Left
Medrán,Álvaro Medrán Just,31,Spain,Al Ettifaq,"CM, CDM, CAM",77,77,8500000,33000,58.0,71.0,79.0,76.0,63.0,71.0,178,71,Right
H. Ziyech,Hakim Ziyechحكيم زياش,32,Morocco,,"RM, CAM, RW",78,78,0,0,72.0,76.0,81.0,80.0,48.0,63.0,181,65,Left
A. Bastoni,Alessandro Bastoni,26,Italy,Inter,CB,87,89,87000000,63000,74.0,46.0,75.0,76.0,88.0,82.0,190,75,Left
P. van Aanholt,Patrick John Miguel van Aanholt,34,Netherlands,Sparta Rotterdam,LB,72,72,850000,8000,83.0,66.0,69.0,73.0,67.0,72.0,176,67,Left
W. Singo,Wilfried Stephane Singo,24,Côte d'Ivoire,Galatasaray SK,"CB, RB",80,85,29000000,48000,80.0,59.0,70.0,73.0,79.0,84.0,190,79,Right
M. Muheim,Miro Max Maria Muheim,27,Switzerland,Hamburger SV,"LB, CB, LM",75,76,6000000,22000,73.0,66.0,73.0,73.0,71.0,73.0,182,77,Left
E. Diouf,El Hadji Malick Diouf,20,Senegal,West Ham United,"LB, LM",75,82,10500000,37000,80.0,67.0,68.0,74.0,70.0,77.0,183,75,Left
H. Nicolussi Caviglia,Hans Nicolussi Caviglia,25,Italy,Fiorentina,"CDM, CM",75,80,7500000,5000,66.0,68.0,77.0,75.0,69.0,70.0,184,79,Right
E. Salvio,Eduardo Antonio Salvio,34,Argentina,Lanús,"RM, LM, RW",76,76,3500000,19000,83.0,72.0,72.0,79.0,54.0,66.0,173,71,Right
H. Vetlesen,Hugo Vegard Vetlesen,25,Norway,Club Brugge KV,"CDM, RW, RM",71,74,2200000,17000,81.0,66.0,69.0,76.0,66.0,72.0,174,72,Right
J. Irvine,Jackson Alexander Irvine,32,Australia,FC St. Pauli,"CM, CDM",75,75,4400000,24000,67.0,68.0,71.0,70.0,72.0,80.0,189,74,Right
M. Baturina,Martin Baturina,22,Croatia,Como,"CAM, CM",78,83,21500000,71000,77.0,70.0,78.0,83.0,59.0,66.0,172,68,Right
Diogo Gonçalves,Diogo António Cupido Gonçalves,28,Portugal,Real Salt Lake,"LM, CM, CAM, LW",74,74,4200000,9000,82.0,70.0,72.0,74.0,62.0,69.0,178,70,Right
W. Ndidi,Onyinye Wilfred Ndidi,28,Nigeria,Beşiktaş JK,"CDM, CM, CAM",76,76,6500000,35000,64.0,65.0,72.0,72.0,74.0,80.0,183,74,Right
R. Alvarado,Roberto Carlos Alvarado Hernández,26,Mexico,,"RM, LM, RW",78,78,0,0,81.0,71.0,78.0,76.0,53.0,69.0,176,70,Left
N. Zaniolo,Nicolò Zaniolo,25,Italy,Udinese,"RM, RW, ST",76,77,9000000,42000,74.0,75.0,73.0,75.0,60.0,77.0,190,79,Left
C. Nørgaard,Christian Thers Nørgaard,31,Denmark,Arsenal,"CDM, CM",80,80,15000000,125000,49.0,65.0,74.0,71.0,79.0,79.0,187,77,Right
Miguel Crespo,Miguel Crespo da Silva,28,Portugal,Medipol Başakşehir FK,"CM, CDM",73,73,3000000,16000,70.0,65.0,71.0,74.0,71.0,76.0,186,73,Right
A. Lacazette,Alexandre Lacazette,34,France,NEOM SC,ST,79,79,8500000,31000,65.0,82.0,75.0,80.0,44.0,72.0,175,73,Right
M. Vrousai,Marios VrousaiΜάριος Βρουσάι,26,Greece,Rio Ave FC,"RB, RM",72,73,2500000,9000,76.0,68.0,71.0,73.0,67.0,71.0,183,77,Right
V. Grifo,Vincenzo Grifo,32,Italy,SC Freiburg,"LM, CAM, LW",80,80,16500000,37000,70.0,76.0,82.0,81.0,43.0,66.0,180,80,Right
Morales,José Luis Morales Nogales,37,Spain,Levante UD,"ST, LM, LW",74,74,1400000,21000,78.0,76.0,72.0,77.0,52.0,66.0,180,70,Right
R. Mandragora,Rolando Mandragora,28,Italy,Fiorentina,"CM, CDM",77,77,10500000,47000,46.0,73.0,76.0,75.0,75.0,70.0,183,75,Left
A. Wharton,Adam James Wharton,21,England,Crystal Palace,"CDM, CM",79,86,33500000,58000,62.0,62.0,81.0,77.0,75.0,69.0,182,70,Left
Fran Beltrán,Francisco José Beltrán Peinado,26,Spain,RC Celta,"CM, CDM",78,81,18000000,30000,56.0,67.0,76.0,77.0,76.0,69.0,165,64,Right
R. Ortiz,Richard Ortiz Bustos,35,Paraguay,Club Olimpia,"CDM, CB, CM",70,70,450000,12000,73.0,68.0,67.0,70.0,65.0,81.0,173,73,Left
A. Sánchez,Alexis Alejandro Sánchez Sánchez,36,Chile,Sevilla FC,"ST, CAM",76,76,2600000,25000,68.0,78.0,78.0,81.0,48.0,59.0,169,65,Right
I. Ilić,Ivan IlićИван Илић,24,Serbia,Torino,"CM, CDM, CAM",76,81,11500000,30000,67.0,72.0,77.0,77.0,69.0,67.0,186,77,Left
L. Openda,Ikoma Loïs Openda,25,Belgium,Juventus,ST,83,85,46000000,77000,95.0,81.0,69.0,81.0,31.0,80.0,175,79,Right
E. Bardhi,Enis BardhiЕнис Барди,29,North Macedonia,Konyaspor,"CAM, CM, LM",74,74,4099999,18000,71.0,76.0,76.0,76.0,58.0,53.0,172,64,Right
M. Salas,Maximiliano Nahuel Salas,27,Argentina,River Plate,"ST, LW, RW, CAM",76,76,8000000,21000,81.0,76.0,68.0,75.0,47.0,84.0,174,82,Left
Caio Henrique,Caio Henrique Oliveira Silva,27,Brazil,AS Monaco,"LB, LM",77,77,10000000,30000,78.0,58.0,77.0,77.0,72.0,66.0,178,70,Left
N. Capaldo,Nicolás Capaldo Taboas,26,Argentina,Hamburger SV,"CM, CDM, RB",73,74,3600000,20000,76.0,69.0,69.0,73.0,69.0,77.0,177,73,Right
M. Greenwood,Mason Will John Greenwood,23,England,Olympique de Marseille,"RM, CAM, RW",82,86,43500000,47000,83.0,83.0,77.0,83.0,37.0,63.0,181,80,Left
F. Parisi,Fabiano Parisi,24,Italy,Fiorentina,"LB, RB, LM",75,80,8000000,33000,75.0,67.0,70.0,76.0,72.0,67.0,178,72,Left
F. Thauvin,Florian Tristan Mariano Thauvin,32,France,RC Lens,"ST, RW, CAM",76,76,6000000,29000,71.0,77.0,79.0,80.0,45.0,65.0,181,70,Left
C. Tzolis,Christos TzolisΧρήστος Τζόλης,23,Greece,Club Brugge KV,"LM, LW",80,87,42500000,33000,78.0,77.0,75.0,83.0,38.0,71.0,179,73,Right
S. Montiel,Santiago Gabriel Montiel,24,Argentina,Independiente,"LM, RW, RM, LW",75,81,9000000,12000,89.0,64.0,71.0,75.0,65.0,69.0,166,60,Left
C. Günter,Christian Günter,32,Germany,SC Freiburg,"LB, LM",77,77,7500000,29000,83.0,60.0,69.0,71.0,73.0,82.0,184,83,Left
V. Brazhko,Volodymyr BrazhkoБражко Володимир Володимирович,23,Ukraine,Dynamo Kyiv,"CDM, CM, CB",75,83,12000000,17000,70.0,68.0,71.0,70.0,72.0,75.0,184,77,Right
K. Adeyemi,Karim-David Adeyemi,23,Germany,Borussia Dortmund,"RM, LW, CAM, RW",81,86,39000000,48000,96.0,76.0,72.0,82.0,36.0,69.0,180,77,Left
A. Saelemaekers,Alexis Jesse Saelemaekers,26,Belgium,AC Milan,"RM, LM, RW",79,80,20500000,50000,80.0,67.0,75.0,81.0,66.0,63.0,180,72,Right
T. Delaney,Thomas Joseph Delaney,33,Denmark,FC København,CDM,75,75,2800000,22000,64.0,64.0,69.0,68.0,75.0,78.0,182,79,Left
L. Dendoncker,Leander Dendoncker,30,Belgium,Real Oviedo,"CM, CDM, CB",75,75,5500000,30000,52.0,69.0,76.0,69.0,76.0,80.0,188,83,Right
M. Lopez,Maxime Baila Lopez,27,France,Paris FC,"CM, CDM",76,77,8500000,42000,64.0,69.0,77.0,79.0,65.0,54.0,167,58,Right
T. Adams,Tyler Shaan Adams,26,United States,AFC Bournemouth,"CDM, CM",79,81,19500000,72000,79.0,56.0,71.0,75.0,79.0,75.0,175,72,Right
L. Castro,Lucas Nahuel Castro,36,Argentina,Gimnasia y Esgrima La Plata,"CAM, CM",72,72,750000,10000,58.0,72.0,71.0,73.0,65.0,77.0,182,77,Right
F. Chaïbi,Farès Chaïbiفارس شايبي,22,Algeria,Eintracht Frankfurt,"CAM, LW, CDM, CM",74,81,8500000,23000,69.0,68.0,75.0,76.0,68.0,69.0,183,79,Right
Emilio Piodão,Emilio Alex Piodão Esser,29,Brazil,Grêmio,"CDM, CM",75,75,4800000,20000,71.0,64.0,69.0,70.0,74.0,76.0,177,78,Right
İ. Yüksek,İsmail Yüksek,26,Türkiye,Fenerbahçe SK,"CDM, CM",77,79,11500000,45000,74.0,59.0,70.0,73.0,74.0,78.0,183,77,Right
T. Cognat,Timothé Cognat,27,France,Servette FC,"CM, CDM, CAM",75,76,6500000,15000,78.0,65.0,75.0,76.0,66.0,71.0,173,67,Right
L. Morgan,Lewis Morgan,28,Scotland,New York Red Bulls,"ST, LM, CAM",73,73,3100000,8000,82.0,74.0,71.0,75.0,55.0,68.0,178,75,Left
N. Aké,Nathan Benjamin Aké,30,Netherlands,Manchester City,"CB, LB, LM",83,83,30000000,145000,72.0,53.0,72.0,75.0,84.0,74.0,180,75,Left
M. Lazzari,Manuel Lazzari,31,Italy,Lazio,"RB, RM",78,78,10000000,34000,90.0,61.0,75.0,81.0,71.0,61.0,174,67,Right
M. Diomande,Mohamed Baba Diomandé,23,Côte d'Ivoire,Rangers FC,"CDM, CM",74,84,9000000,35000,76.0,68.0,72.0,79.0,68.0,71.0,183,75,Left
Alberto Moreno,Alberto Moreno Pérez,32,Spain,Como,LB,75,75,3900000,66000,75.0,69.0,71.0,74.0,69.0,65.0,171,65,Left
Enzo Chissano,Enzo Leandro Chissano Baia,29,Brazil,Palmeiras,"LB, RB, CB, LM",77,77,9500000,25000,79.0,62.0,71.0,70.0,74.0,69.0,165,62,Left
Geny Catamo,Geny Cipriano Catamo,24,Mozambique,Sporting CP,"RM, LM, CAM, RW",78,84,22000000,18000,91.0,74.0,69.0,82.0,64.0,59.0,173,71,Left
D. Svensson,Daniel Svensson,23,Sweden,Borussia Dortmund,"LB, CM, LM",77,82,15000000,34000,77.0,56.0,75.0,76.0,73.0,74.0,178,72,Left
S. Sohm,Simon Solomon Junior Sohm,24,Switzerland,Fiorentina,"CM, CDM, CAM",74,79,6500000,32000,75.0,69.0,70.0,71.0,70.0,80.0,188,85,Right
K. Ayhan,Kaan Ayhan,30,Türkiye,Galatasaray SK,"RB, CB, CDM",76,76,6500000,44000,57.0,62.0,77.0,69.0,78.0,77.0,184,84,Right
L. Zelarayán,Lucas Manuel Zelarayán,33,Armenia,Belgrano de Córdoba,"CAM, ST, LM",79,79,11000000,20000,74.0,76.0,77.0,81.0,46.0,67.0,172,70,Right
D. Wass,Daniel Wass,36,Denmark,Brøndby IF,"CM, CDM",71,71,600000,8000,62.0,69.0,73.0,72.0,68.0,73.0,181,74,Right
M. Jensen,Mathias Jensen,29,Denmark,Brentford,"CM, CDM",77,77,10500000,67000,63.0,65.0,78.0,75.0,70.0,72.0,180,68,Right
Manu Morlanes,Manuel Morlanes Ariño,26,Spain,RCD Mallorca,"CM, CDM",77,80,13500000,31000,65.0,65.0,76.0,75.0,72.0,69.0,178,75,Right
Beñat Prados,Beñat Prados Díaz,24,Spain,Athletic Club,"CDM, CM, CB",78,84,20500000,34000,68.0,61.0,72.0,75.0,76.0,77.0,180,70,Right
A. Tameze,Adrien Tamèze Aoutsa,31,France,Torino,"CDM, CM, CB",74,74,3000000,31000,75.0,65.0,66.0,76.0,74.0,71.0,182,78,Right
C. Vanhoutte,Charles Vanhoutte,26,Belgium,OGC Nice,"CDM, CM",77,80,12500000,26000,55.0,65.0,76.0,72.0,73.0,78.0,182,76,Right
Nailton Suzuki,Nailton Suzuki Ito,29,Brazil,Atlético Mineiro,"CAM, ST, CM",81,81,25500000,40000,82.0,73.0,77.0,82.0,52.0,71.0,180,75,Right
